0,26,1,0
0,97,0,1
0,98,0,1
0,109,0,1
0,118,0,1
0,142,0,1
0,161,0,1
0,193,1,0
0,256,0,1
0,372,0,1
0,390,0,1
0,426,1,0
0,454,0,1
0,455,1,0
0,467,0,1
0,469,1,0
0,473,0,1
0,476,1,0
0,483,0,1
1,26,1,0
1,97,1,0
1,98,1,0
1,109,0,1
1,118,1,0
1,142,1,0
1,161,0,1
1,193,1,0
1,256,1,0
1,372,0,1
1,390,0,1
1,426,1,0
1,454,0,1
1,455,0,1
1,467,0,1
1,469,1,0
1,473,1,0
1,476,0,1
1,483,1,0
2,26,0,1
2,97,1,0
2,98,1,0
2,109,0,1
2,118,0,1
2,142,1,0
2,161,0,1
2,193,1,0
2,256,0,1
2,372,0,1
2,390,1,0
2,426,1,0
2,454,1,0
2,455,1,0
2,467,0,1
2,469,0,1
2,473,0,1
2,476,1,0
2,483,0,1
3,26,0,1
3,97,1,0
3,98,0,1
3,109,1,0
3,118,0,1
3,142,1,0
3,161,1,0
3,193,1,0
3,256,1,0
3,372,0,1
3,390,0,1
3,426,0,1
3,454,0,1
3,455,1,0
3,467,0,1
3,469,1,0
3,473,0,1
3,476,1,0
3,483,1,0
4,26,1,0
4,97,1,0
4,98,1,0
4,109,0,1
4,118,0,1
4,142,1,0
4,161,1,0
4,193,1,0
4,256,1,0
4,372,1,0
4,390,1,0
4,426,0,1
4,454,1,0
4,455,1,0
4,467,1,0
4,469,0,1
4,473,0,1
4,476,1,0
4,483,1,0
5,26,0,1
5,97,0,1
5,98,1,0
5,109,1,0
5,118,0,1
5,142,0,1
5,161,1,0
5,193,1,0
5,256,1,0
5,372,0,1
5,390,0,1
5,426,0,1
5,454,0,1
5,455,1,0
5,467,1,0
5,469,0,1
5,473,1,0
5,476,0,1
5,483,0,1
6,26,0,1
6,97,1,0
6,98,1,0
6,109,1,0
6,118,0,1
6,142,1,0
6,161,1,0
6,193,0,1
6,256,1,0
6,372,1,0
6,390,0,1
6,426,0,1
6,454,1,0
6,455,1,0
6,467,1,0
6,469,1,0
6,473,0,1
6,476,1,0
6,483,0,1
7,26,1,0
7,97,1,0
7,98,0,1
7,109,1,0
7,118,1,0
7,142,0,1
7,161,1,0
7,193,0,1
7,256,0,1
7,372,1,0
7,390,1,0
7,426,1,0
7,454,0,1
7,455,0,1
7,467,0,1
7,469,1,0
7,473,1,0
7,476,0,1
7,483,0,1
8,26,1,0
8,97,0,1
8,98,1,0
8,109,0,1
8,118,1,0
8,142,0,1
8,161,0,1
8,193,1,0
8,256,0,1
8,372,1,0
8,390,1,0
8,426,0,1
8,454,1,0
8,455,1,0
8,467,0,1
8,469,0,1
8,473,0,1
8,476,0,1
8,483,1,0
9,26,0,1
9,97,1,0
9,98,1,0
9,109,1,0
9,118,1,0
9,142,1,0
9,161,0,1
9,193,1,0
9,256,0,1
9,372,1,0
9,390,1,0
9,426,1,0
9,454,1,0
9,455,1,0
9,467,1,0
9,469,0,1
9,473,1,0
9,476,1,0
9,483,1,0
40,25,0,1
40,37,0,1
40,40,0,1
40,43,0,1
40,48,1,0
40,53,0,1
40,64,1,0
40,106,0,1
40,166,0,1
40,183,1,0
40,196,1,0
40,212,1,0
40,240,1,0
40,270,1,0
40,277,0,1
40,298,1,0
40,303,1,0
40,328,0,1
40,356,0,1
40,385,0,1
40,399,0,1
40,400,0,1
40,403,1,0
40,432,0,1
40,440,1,0
40,453,0,1
40,466,0,1
40,470,0,1
40,482,0,1
41,25,0,1
41,37,0,1
41,40,0,1
41,43,0,1
41,48,1,0
41,53,0,1
41,64,1,0
41,106,0,1
41,166,0,1
41,183,1,0
41,196,1,0
41,212,1,0
41,240,1,0
41,270,1,0
41,277,0,1
41,298,1,0
41,303,1,0
41,328,0,1
41,356,0,1
41,385,0,1
41,399,0,1
41,400,0,1
41,403,1,0
41,432,0,1
41,440,1,0
41,453,0,1
41,466,0,1
41,470,0,1
41,482,0,1
42,25,0,1
42,37,0,1
42,40,0,1
42,43,0,1
42,48,1,0
42,53,0,1
42,64,1,0
42,106,0,1
42,166,0,1
42,183,1,0
42,196,1,0
42,212,1,0
42,240,1,0
42,270,1,0
42,277,0,1
42,298,1,0
42,303,1,0
42,328,0,1
42,356,0,1
42,385,0,1
42,399,0,1
42,400,0,1
42,403,1,0
42,432,0,1
42,440,1,0
42,453,0,1
42,466,0,1
42,470,0,1
42,482,0,1
43,25,0,1
43,37,0,1
43,40,0,1
43,43,0,1
43,48,1,0
43,53,0,1
43,64,1,0
43,106,0,1
43,166,0,1
43,183,1,0
43,196,1,0
43,212,1,0
43,240,1,0
43,270,1,0
43,277,0,1
43,298,1,0
43,303,1,0
43,328,0,1
43,356,0,1
43,385,0,1
43,399,0,1
43,400,0,1
43,403,1,0
43,432,0,1
43,440,1,0
43,453,0,1
43,466,0,1
43,470,0,1
43,482,0,1
45,25,0,1
45,37,0,1
45,40,0,1
45,43,0,1
45,48,1,0
45,53,0,1
45,64,1,0
45,106,0,1
45,166,0,1
45,183,1,0
45,196,1,0
45,212,1,0
45,240,1,0
45,270,1,0
45,277,0,1
45,298,1,0
45,303,1,0
45,328,0,1
45,356,0,1
45,385,0,1
45,399,0,1
45,400,0,1
45,403,1,0
45,432,0,1
45,440,1,0
45,453,0,1
45,466,0,1
45,470,0,1
45,482,0,1
46,25,0,1
46,37,0,1
46,40,0,1
46,43,0,1
46,48,1,0
46,53,0,1
46,64,1,0
46,106,0,1
46,166,0,1
46,183,1,0
46,196,1,0
46,212,1,0
46,240,1,0
46,270,1,0
46,277,0,1
46,298,1,0
46,303,1,0
46,328,0,1
46,356,0,1
46,385,0,1
46,399,0,1
46,400,0,1
46,403,1,0
46,432,0,1
46,440,1,0
46,453,0,1
46,466,0,1
46,470,0,1
46,482,0,1
47,25,0,1
47,37,0,1
47,40,0,1
47,43,0,1
47,48,1,0
47,53,0,1
47,64,1,0
47,106,0,1
47,166,0,1
47,183,1,0
47,196,1,0
47,212,1,0
47,240,1,0
47,270,1,0
47,277,0,1
47,298,1,0
47,303,1,0
47,328,0,1
47,356,0,1
47,385,0,1
47,399,0,1
47,400,0,1
47,403,1,0
47,432,0,1
47,440,1,0
47,453,0,1
47,466,0,1
47,470,0,1
